STATSSA_Area_Code,Description,Main_Code
2011-981003004,Bela-Bela Ext 6,2011-981003
2011-981003005,Bela-Bela Ext 7,2011-981003
2011-981002002,Bela-Bela NU,2011-981002
2011-981003008,Bela-Bela SP,2011-981003
2011-293104001,Belekence SP,2011-293104
2011-295049001,Belford SP,2011-295049
2011-566001008,Belfort Estates SP,2011-566001
2011-579001001,Belgrade SP,2011-579001
2011-383006040,Belgravia,2011-383006
2011-260113060,Belgravia,2011-260113
2011-199029009,Belgravia(Athlone),2011-199029
2011-199016064,Belgravia(Bellville),2011-199016
2011-199021005,Belhar 1,2011-199021
2011-199021012,Belhar 10,2011-199021
2011-199021021,Belhar 11,2011-199021
2011-199021020,Belhar 12,2011-199021
2011-199021022,Belhar 13,2011-199021
2011-199021011,Belhar 14,2011-199021
2011-199021018,Belhar 15,2011-199021
2011-199021017,Belhar 16,2011-199021
2011-199021003,Belhar 17,2011-199021
2011-199021023,Belhar 18,2011-199021
2011-199021016,Belhar 19,2011-199021
2011-199021007,Belhar 2,2011-199021
2011-199021015,Belhar 20,2011-199021
2011-199021013,Belhar 21,2011-199021
2011-199021001,Belhar 23,2011-199021
2011-199021008,Belhar 3,2011-199021
2011-199021006,Belhar 4,2011-199021
2011-199021009,Belhar 6,2011-199021
2011-199021010,Belhar 7,2011-199021
2011-199021002,Belhar 8,2011-199021
2011-199021019,Belhar 9,2011-199021
2011-199021014,Belhar N.T.,2011-199021
2011-274102001,Bell SP,2011-274102
2011-165006002,Bella Vista,2011-165006
2011-166008014,Bella Vista,2011-166008
2011-165006001,Bella Vista SP,2011-165006
2011-199016044,Bellair,2011-199016
2011-599054047,Bellair,2011-599054
2011-798016012,Bellairs Park,2011-798016
2011-199041087,Belle Constantia,2011-199041
2011-578032001,Bellemmerd SP,2011-578032
2011-566003044,Bellevue,2011-566003
2011-798015080,Bellevue,2011-798015
2011-798015079,Bellevue East,2011-798015
2011-961032001,Bellevue SP,2011-961032
2011-276010001,Bellvale SP,2011-276010
2011-199016066,Bellville Central,2011-199016
2011-199016097,Bellville Lot 1,2011-199016
2011-199016095,Bellville Lot 2,2011-199016
2011-199016074,Bellville Lot 3,2011-199016
2011-199016071,Bellville Lot 5,2011-199016
2011-199016072,Bellville Lot 6,2011-199016
2011-199016036,Bellville Park,2011-199016
2011-199016096,Bellville South,2011-199016
2011-199016091,Bellville South Ext 13,2011-199016
2011-199016094,Bellville South Ext 14,2011-199016
2011-199016102,Bellville South Industrial,2011-199016
2011-199022003,Bellville Teachers' Training College,2011-199022
2011-199016080,Bellville West,2011-199016
2011-379002016,Bellvue,2011-379002
2011-199053019,Bellvue,2011-199053
2011-470005011,Belmont,2011-470005
2011-199018021,Belmont Park,2011-199018
2011-376007001,Belmont SP,2011-376007
2011-264004017,Belmont Valley,2011-264004
2011-199016069,Belrail,2011-199016
2011-199029026,Belthorn Estate,2011-199029
2011-199051004,Belvedere,2011-199051
2011-599002021,Belvedere,2011-599002
2011-599100007,Belvedere,2011-599100
2011-599100002,Belvedere Ext 1,2011-599100
2011-180009032,Belvidere Estate,2011-180009
2011-598171001,Ben Cairne Forest Reserve SP,2011-598171
2011-963010004,Ben Farm A,2011-963010
2011-963010003,Ben Farm B,2011-963010
2011-963010002,Ben Farm B Ext 2,2011-963010
2011-963010001,Ben Farm C,2011-963010
2011-868002020,Ben Fleur,2011-868002
2011-299007088,Ben Kamma,2011-299007
2011-968002002,Ben Lavin Nature Reserve,2011-968002
2011-260113082,Ben Schoeman Airport,2011-260113
2011-965005001,Bende Mutale SP,2011-965005
2011-360035001,Bendell SP,2011-360035
2011-506006001,Bendigo SP,2011-506006
2011-580193001,Bendle SP,2011-580193
2011-974044005,Bendor Park,2011-974044
2011-199045047,Bene,2011-199045
2011-542030001,Benedict Mission SP,2011-542030
2011-167001001,Bennetsville,2011-167001
2011-797011002,Benoni AH,2011-797011
2011-797011038,Benoni East AH,2011-797011
2011-797011014,Benoni North AH,2011-797011
2011-797011023,Benoni Orchards AH,2011-797011
2011-797011056,Benoni South,2011-797011
2011-797011044,Benoni SP,2011-797011
2011-798015119,Benrose,2011-798015
2011-525003004,Bensdorp,2011-525003
2011-287105002,Bensonvale SP,2011-287105
2011-766004016,Bentley Park,2011-766004
2011-274131001,Benton SP,2011-274131
2011-798016050,Berario,2011-798016
2011-798015082,Berea,2011-798015
2011-599054023,Berea,2011-599054
2011-260113024,Berea,2011-260113
2011-503053001,Berea SP,2011-503053
2011-589082001,Berea SP,2011-589082
2011-599115006,Berea West,2011-599115
2011-171004002,Bereaville,2011-171004
2011-199045031,Bergalo,2011-199045
2011-798016085,Bergbron,2011-798016
2011-166005001,Berg-En-Dal,2011-166005
2011-199042008,Berg-En-Dal,2011-199042
2011-874022004,Berg-en-Dal Rest Camp,2011-874022
2011-969051001,Bergendal SP,2011-969051
2011-461013002,Bergmanshoogte,2011-461013
2011-974142001,Bergnek SP,2011-974142
2011-276037001,Bergplaas SP,2011-276037
2011-177002008,Bergplaas State Parks SP,2011-177002
2011-162002002,Bergrivier NU,2011-162002
2011-199017006,Bergsig,2011-199017
2011-174005001,Bergsig,2011-174005
2011-281017004,Bergsig,2011-281017
2011-266001001,Bergsig,2011-266001
2011-169001003,Bergsig,2011-169001
2011-177006014,Bergsig,2011-177006
2011-164004003,Bergsig,2011-164004
2011-168007010,Bergsig,2011-168007
2011-472001006,Bergsig,2011-472001
2011-176006004,Bergsig,2011-176006
2011-171011004,Bergsig,2011-171011
2011-378020004,Bergsig,2011-378020
2011-762014005,Bergsig,2011-762014
2011-967004008,Bergview East,2011-967004
2011-967004009,Bergview West,2011-967004
2011-571064001,Bergville SP,2011-571064
2011-199041098,Bergvliet,2011-199041
2011-599116001,Berkshire Downs,2011-599116
2011-260060001,Berlin SH,2011-260060
2011-260060002,Berlin SP,2011-260060
2011-874070001,Berlin State Forest SP,2011-874070
2011-199018030,Bernadino Heights,2011-199018
2011-199016090,Beroma,2011-199016
2011-525004001,Berouw SP,2011-525004
2011-599063004,Berrel,2011-599063
2011-563013007,Berry Hill,2011-563013
2011-969017001,Berseba SP,2011-969017
2011-662030001,Berseba SP,2011-662030
2011-364012001,Bersig,2011-364012
2011-478003001,Bertha Shaft Village SP,2011-478003
2011-797010024,Berton Park,2011-797010
2011-798015085,Bertrams,2011-798015
2011-166008012,Bertville,2011-166008
2011-874065010,Beryl,2011-874065
2011-271454001,Besmani SP,2011-271454
2011-514016001,Bester,2011-514016
2011-599055001,Besters,2011-599055
2011-866008002,Bethal East,2011-866008
2011-866008003,Bethal SP,2011-866008
2011-271289001,Bethal Training College,2011-271289
2011-866008001,Bethalrand,2011-866008
2011-578009001,Bethane SP,2011-578009
2011-199016007,Bethanie,2011-199016
2011-662044002,Bethanie Mine,2011-662044
2011-662044001,Bethanie SP,2011-662044
2011-571019001,Bethany SP,2011-571019
2011-546026001,Bethe SP,2011-546026
2011-295072001,Bethel SP,2011-295072
2011-667069001,Bethel SP,2011-667069
2011-299006002,Bethelsdorp SP,2011-299006
2011-295216001,Bethesda SP,2011-295216
2011-470005003,Bethlehem SP,2011-470005
2011-594022001,Bethlehem SP,2011-594022
2011-461015001,Bethulie,2011-461015
2011-461018001,Bethulie SP,2011-461018
2011-296122001,Betshwane SP,2011-296122
2011-172004002,Betty's Bay SP,2011-172004
2011-860039001,Betty's Goed SP,2011-860039
2011-560045001,Beula SP,2011-560045
2011-798013004,Beverley,2011-798013
2011-299007092,Beverley  Grove,2011-299007
2011-798016023,Beverley Gardens,2011-798016
2011-299007091,Beverley Grove,2011-299007
2011-199036010,Beverley Park,2011-199036
2011-873012001,Beverlyhills,2011-873012
2011-966136001,Bevula SP,2011-966136
2011-284320001,Beyele SP,2011-284320
2011-797010011,Beyers Park,2011-797010
2011-798015076,Bezuidenhout Valley,2011-798015
2011-277005001,Bezuidenhoutville,2011-277005
2011-273035001,Bhabha SP,2011-273035
2011-542018001,Bhacane SP,2011-542018
2011-296129001,Bhadalala SP,2011-296129
2011-286079002,Bhakabhedu SP,2011-286079
2011-291010001,Bhakaleni SP,2011-291010
2011-294260001,Bhakaleni SP,2011-294260
2011-298039001,Bhakubha SP,2011-298039
2011-290013001,Bhala SP,2011-290013
2011-290047001,Bhalasi SP,2011-290047
2011-293259001,Bhalasi SP,2011-293259
2011-571023001,Bhalekisi SP,2011-571023
2011-583025001,Bhambanani SP,2011-583025
2011-599037010,Bhambayi,2011-599037
2011-580027001,Bhanganomo SP,2011-580027
2011-292196001,Bhantini A SP,2011-292196
2011-292224001,Bhantini B SP,2011-292224
2011-286164001,Bhantini SP,2011-286164
2011-271475001,Bharhumani SP,2011-271475
2011-273093001,Bhavameni SP,2011-273093
2011-270288001,Bhawu SP,2011-270288
2011-270195001,Bhayi SP,2011-270195
2011-576028001,Bhaza SP,2011-576028
2011-293061001,Bheja SP,2011-293061
2011-538004001,Bhejane SP,2011-538004
2011-575102001,Bhekabani SP,2011-575102
2011-575048001,Bhekabantu A SP,2011-575048
2011-575069001,Bhekabantu B SP,2011-575069
2011-503025001,Bhekameva SP,2011-503025
2011-296014001,Bhekayeke,2011-296014
2011-286214007,Bhekela,2011-286214
2011-504040001,Bhekene SP,2011-504040
2011-583050001,Bhekindoda SP,2011-583050
2011-274134001,Bhekisi SP,2011-274134
2011-874010001,Bhekiswayo SP,2011-874010
2011-297349001,Bhekiyeza SP,2011-297349
2011-599184001,Bhekulwandle SP,2011-599184
2011-580124001,Bhekumteto SP,2011-580124
2011-529014003,Bhekuzulu,2011-529014
2011-573006001,Bhekuzulu SP,2011-573006
2011-297291001,Bhele A SP,2011-297291
2011-297169001,Bhele B SP,2011-297169
2011-274003001,Bhele SP,2011-274003
2011-291177001,Bheleni SP,2011-291177
2011-282145001,Bhesi SP,2011-282145
2011-270016001,Bhetani A SP,2011-270016
2011-270014001,Bhetani B SP,2011-270014
2011-296112001,Bhetani SP,2011-296112
2011-506024001,Bhethani SP,2011-506024
2011-286067001,Bhethula,2011-286067
2011-296124001,Bhetshwana SP,2011-296124
2011-593025001,Bhidakhona SP,2011-593025
2011-594020001,Bhidla SP,2011-594020
2011-504025001,Bhidla SP,2011-504025
2011-270033001,Bhijolo SP,2011-270033
2011-538013001,Bhiliya SP,2011-538013
2011-588016001,Bhiliya SP,2011-588016
2011-284165001,Bhinca SP,2011-284165
2011-298017001,Bhisa SP,2011-298017
2011-271264001,Bhishibha SP,2011-271264
2011-296206002,Bhisilane SP,2011-296206
2011-597020001,Bhobhobho SP,2011-597020
2011-560054001,Bhobhobho SP,2011-560054
2011-594074001,Bhobhoyi SP,2011-594074
2011-290254001,Bhobhoyi SP,2011-290254
2011-529031001,Bhobozana SP,2011-529031
2011-276071010,Bhofolo,2011-276071
2011-271368001,Bhokhwe SP,2011-271368
2011-283175001,Bhoko SP,2011-283175
2011-581043001,Bhokweni A SP,2011-581043
2011-581060001,Bhokweni B SP,2011-581060
2011-583066001,Bhokweni SP,2011-583066
2011-291143001,Bholani A SP,2011-291143
2011-291174001,Bholani B SP,2011-291174
2011-292139001,Bholotwa SP,2011-292139
2011-506025001,Bhomela SP,2011-506025
2011-283092001,Bhomeni SP,2011-283092
2011-271229001,Bhongolwethu SP,2011-271229
2011-283131001,Bhongolwethu SP,2011-283131
2011-262005001,Bhongweni,2011-262005
2011-596004006,Bhongweni,2011-596004
2011-270503001,Bhongweni SP,2011-270503
2011-290313001,Bhongweni SP,2011-290313
2011-271018001,Bhongweni SP,2011-271018
2011-764001001,Bhongweni SP,2011-764001
2011-298053001,Bhononi SP,2011-298053
2011-298061001,Bhonxa SP,2011-298061
2011-271545001,Bhonyothi SP,2011-271545
2011-283083001,Bhoqo SP,2011-283083
2011-271030001,Bhoqo SP,2011-271030
2011-294456001,Bhuba SP,2011-294456
2011-293093001,Bhubesini SP,2011-293093
2011-292284001,Bhucula SP,2011-292284
2011-504051001,Bhudlu SP,2011-504051
2011-560025001,Bhudubhudu SP,2011-560025
2011-561010001,Bhudubhudu SP,2011-561010
2011-291034001,Bhuje SP,2011-291034
2011-588051001,Bhukhanana SP,2011-588051
2011-297162001,Bhukuva SP,2011-297162
2011-271146001,Bhulele SP,2011-271146
2011-593060001,Bhulushe SP,2011-593060
2011-871004001,Bhundu SP,2011-871004
2011-298152002,Bhunga,2011-298152
2011-270425001,Bhunga SP,2011-270425
2011-271161028,Bhungeni,2011-271161
2011-290001001,Bhungeni SP,2011-290001
2011-298050001,Bhungeni SP,2011-298050
2011-297272001,Bhungweni SP,2011-297272
2011-290226001,Bhuqa SP,2011-290226
2011-271256001,Bhuru SP,2011-271256
2011-270449001,Bhuta SP,2011-270449
2011-297100001,Bhwnjini A SP,2011-297100
2011-297097001,Bhwnjini B SP,2011-297097
2011-668017001,Biesiesvlei SP,2011-668017
2011-199013001,Big Bay,2011-199013
2011-968112005,Big Power,2011-968112
2011-294366001,Bijolo SP,2011-294366
2011-271161014,Bika  Industrial,2011-271161
2011-287004001,Bikizana SP,2011-287004
2011-282171001,Bilatye SP,2011-282171
2011-965016001,Bileni SP,2011-965016
2011-797006011,Birch Acres,2011-797006
2011-797006010,Birch Acres Ext 3,2011-797006
2011-797006009,Birch Acres Ext 6,2011-797006
2011-797006012,Birch Acres Ext 7,2011-797006
2011-797006006,Birchleigh,2011-797006
2011-797006007,Birchleigh North,2011-797006
2011-599116054,Birchwood,2011-599116
2011-798015045,Birdhaven,2011-798015
2011-538011005,Birdwood,2011-538011
2011-172021001,Birkenhead SP,2011-172021
2011-798015043,Birnam,2011-798015
2011-290175003,Bisana SP1,2011-290175
2011-290175001,Bisana SP2,2011-290175
2011-290175002,Bisana SP3,2011-290175
2011-260032004,Bisho Central,2011-260032
2011-260032008,Bisho Gardens,2011-260032
2011-260032001,Bisho Hospital,2011-260032
2011-260032003,Bisho Park,2011-260032
2011-260032002,Bisho SP,2011-260032
2011-199024003,Bishop Lavis,2011-199024
2011-199041051,Bishopscourt,2011-199041
2011-290076001,Bisi SP,2011-290076
2011-566003057,Bisley Crest,2011-566003
2011-566003056,Bisley Heights,2011-566003
2011-964011001,Bismark SP,2011-964011
2011-179001001,Bitou NU,2011-179001
2011-160004001,Bitterfontein SP,2011-160004
2011-182001001,Bitterwater SP,2011-182001
2011-291077002,Bityongo,2011-291077
2011-583008001,Biva Experimental Farm,2011-583008
2011-583059001,Biva SP,2011-583059
2011-297016002,Bizana SP,2011-297016
2011-291153001,Bizana SP,2011-291153
2011-598113001,Bizweni SP,2011-598113
2011-974084001,Bjatladibja Dikolobe,2011-974084
2011-524017001,Blaauwbosch Laagte SP,2011-524017
2011-467018001,Blaauwdrift SP,2011-467018
2011-199031003,Black City,2011-199031
2011-295128001,Black Diamond SP,2011-295128
2011-280002002,Black Eagle Nature Reserve,2011-280002
2011-286008001,Black Fountain SP,2011-286008
2011-982120003,Black Rock,2011-982120
2011-506053011,Black Rock,2011-506053
2011-599050009,Blackburn Estate,2011-599050
2011-599050008,Blackburn Village,2011-599050
2011-798016052,Blackheath,2011-798016
2011-199022015,Blackheath SP,2011-199022
2011-586031007,Blackiston,2011-586031
2011-566003027,Blackridge,2011-566003
2011-360063001,Blackrock SP,2011-360063
2011-799059088,Blair Atholl Golf Estate,2011-799059
2011-798016036,Blairgowrie,2011-798016
2011-968137009,BlalalaZonke,2011-968137
2011-199016073,Blanc Kelly,2011-199016
2011-177006008,Blanco,2011-177006
2011-282014001,Blasini Village SP,2011-282014
2011-598149001,Blema SP,2011-598149
2011-868010001,Blesboklaagte MNS,2011-868010
2011-761004002,Blignautsrus AH,2011-761004
2011-287101002,Blikana SP,2011-287101
2011-299003019,Blikkiesdorp,2011-299003
2011-276043001,Blink Water SP,2011-276043
2011-869008001,Blinkpan SP,2011-869008
2011-960054001,Blinkwater SP,2011-960054
2011-961030001,Blinkwater SP,2011-961030
2011-578014001,Blinkwater SP,2011-578014
2011-574001001,Bloed Rivier SP,2011-574001
2011-199018016,Bloekombos,2011-199018
2011-499024014,Bloemanda,2011-499024
2011-499023013,Bloemfontein Airport,2011-499023
2011-499023027,Bloemfontein Central,2011-499023
2011-499023055,Bloemfontein SP,2011-499023
2011-199016038,Bloemhof,2011-199016
2011-673001003,Bloemhof dam Nature Reserve,2011-673001
2011-673002001,Bloemhof SP,2011-673002
2011-678003003,Bloemhofdam Nature Reserve,2011-678003
2011-760008048,Bloempark AH,2011-760008
2011-499023044,Bloemside Phase 1,2011-499023
2011-499023047,Bloemside Phase 2,2011-499023
2011-499023046,Bloemside Phase 3,2011-499023
2011-378006001,Bloemsmond SP,2011-378006
2011-287074001,Blom SP,2011-287074
2011-199016046,Blommendal,2011-199016
2011-199016043,Blomtuin,2011-199016
2011-199016032,Blomvlei,2011-199016
2011-974042003,Bloodriver SP,2011-974042
2011-505009001,Blose SP,2011-505009
2011-969002001,Blouberg Munic NU,2011-969002
2011-199013011,Blouberg Rise,2011-199013
2011-199013004,Blouberg Sands,2011-199013
2011-969055001,Blouberg SP,2011-969055
2011-199013012,Bloubergrant,2011-199013
2011-199013002,Bloubergstrand,2011-199013
2011-798016006,Bloubosrand,2011-798016
2011-868007001,Bloukrans SP,2011-868007
2011-163008001,Blouwater Bay,2011-163008
2011-514017001,Blue Bank SP,2011-514017
2011-260113007,Blue Bend,2011-260113
2011-262006001,Blue Crane Route NU,2011-262006
2011-199035022,Blue Downs SP1,2011-199035
2011-199035029,Blue Downs SP2,2011-199035
2011-287080001,Blue Gums SP,2011-287080
2011-798004002,Blue Hills AH,2011-798004
2011-799079001,Blue Hills SH,2011-799079
2011-299011001,Blue Horizon Bay SP,2011-299011
2011-176018001,Blue Ridge SP,2011-176018
2011-281017011,Blue Rise,2011-281017
2011-271124002,Blue Sky,2011-271124
2011-271147001,Blue Sky SP,2011-271147
2011-797028022,Blue Valley AH,2011-797028
2011-799059093,Blue Valley Golf Estate,2011-799059
2011-163001007,Blueberry Hill,2011-163001
2011-797027002,Bluegum View,2011-797027
2011-269002009,Blueliliesbush State Forest,2011-269002
2011-299007005,Bluewater Bay,2011-299007
2011-599054033,Bluff,2011-599054
2011-766004001,Blybank,2011-766004
2011-873002001,Blyde River Canyon Nature Reserve SP,2011-873002
2011-873004001,Blyderivierspoort Nature Reserve,2011-873004
2011-668011004,Blydeville,2011-668011
2011-379002004,Blydeville,2011-379002
2011-592029001,Blythedale Beach SP,2011-592029
2011-199016037,Bo Oakdale,2011-199016
2011-799065003,Boadwalk,2011-799065
2011-797011021,Boat Lake Village,2011-797011
2011-499023015,Bob Rodgers Park,2011-499023
2011-969104001,Bobirwa SP,2011-969104
2011-506019001,Boboyi SP,2011-506019
2011-499024003,Bochabela,2011-499024
2011-985142001,Bochabelo SP,2011-985142
2011-969097002,Bochum SP,2011-969097
2011-562010001,Bock en houd Fontein SP,2011-562010
2011-960036001,Bode SP,2011-960036
2011-969074003,Bodi SP,2011-969074
2011-274100001,Bodiam SP,2011-274100
2011-668007001,Bodibe SP,2011-668007
2011-284325001,Bodini SP,2011-284325
2011-968108002,Bodlomelani,2011-968108
